seconds_elapsed,x,y,z
0.0,-0.011778,4.67E-4,0.030545
0.02,-0.011778,4.67E-4,0.030545
0.04,6.43E-4,-0.007504,0.024269
0.06,6.43E-4,-0.007504,0.024269
0.08,0.017068,-0.011377,0.012414
0.1,0.017068,-0.011377,0.012414
0.12,0.073177,-0.018309,-0.031107
0.14,0.073177,-0.018309,-0.031107
0.16,0.032174,0.065451,-0.001083
0.18,0.032174,0.065451,-0.001083
0.2,-0.243823,0.277367,0.227412
0.22,-0.243823,0.277367,0.227412
0.24,-0.52442,0.325702,0.453263
0.26,-0.52442,0.325702,0.453263
0.28,-0.685436,0.259392,0.646613
0.3,-0.685436,0.259392,0.646613
0.32,-0.947714,0.227381,1.010965
0.34,-0.947714,0.227381,1.010965
0.36,-1.130376,-0.047562,1.097103
0.38,-1.130376,-0.047562,1.097103
0.4,-1.094849,-0.667617,0.909488
0.42,-1.094849,-0.667617,0.909488
0.44,-0.866774,-1.666452,0.661633
0.46,-0.866774,-1.666452,0.661633
0.48,0.704464,-4.578937,1.810868
0.5,0.704464,-4.578937,1.810868
0.52,6.608541,-5.401446,3.628245
0.54,6.608541,-5.401446,3.628245
0.56,7.205172,-4.444282,1.676649
0.58,7.205172,-4.444282,1.676649
0.6,6.190477,-3.536247,0.699324
0.62,6.190477,-3.536247,0.699324
0.64,4.895173,-2.683899,0.349456
0.66,4.895173,-2.683899,0.349456
0.68,3.294848,-1.774184,0.400705
0.7000000000000001,3.294848,-1.774184,0.400705
0.72,1.191445,-0.637569,0.699269
0.74,1.191445,-0.637569,0.699269
0.76,-0.993062,0.519472,0.759725
0.78,-0.993062,0.519472,0.759725
0.8,-2.712442,1.525359,0.387269
0.8200000000000001,-2.712442,1.525359,0.387269
0.84,-3.31488,2.100257,0.100245
0.86,-3.31488,2.100257,0.100245
0.88,-3.751965,2.932088,-0.319336
0.9,-3.751965,2.932088,-0.319336
0.92,-3.547992,3.17397,-0.4335
0.9400000000000001,-3.547992,3.17397,-0.4335
0.96,-3.195097,3.228282,-0.383941
0.98,-3.195097,3.228282,-0.383941
1.0,-2.865564,3.276007,-0.177627
1.02,-2.865564,3.276007,-0.177627
1.04,-2.430938,3.051852,-0.21621
1.06,-2.430938,3.051852,-0.21621
1.08,-1.463412,2.292611,-0.919398
1.1,-1.463412,2.292611,-0.919398
1.12,0.435336,-0.044943,-2.425316
1.1400000000000001,0.435336,-0.044943,-2.425316
1.16,1.834506,-1.428443,-2.335212
1.18,1.834506,-1.428443,-2.335212
1.2,2.335814,-1.577154,-1.697706
1.22,2.335814,-1.577154,-1.697706
1.24,2.34976,-1.274179,-1.145441
1.26,2.34976,-1.274179,-1.145441
1.28,2.116863,-0.682596,-0.828805
1.3,2.116863,-0.682596,-0.828805
1.32,1.657223,-0.04337,-0.648673
1.34,1.657223,-0.04337,-0.648673
1.36,0.661567,1.151414,-0.519923
1.3800000000000001,0.661567,1.151414,-0.519923
1.4000000000000001,-1.021252,2.830996,-0.197619
1.42,-1.021252,2.830996,-0.197619
1.44,-3.335658,4.31389,-0.040988
1.46,-3.335658,4.31389,-0.040988
1.48,-4.973428,4.56725,0.11542
1.5,-4.973428,4.56725,0.11542
1.52,-5.393537,4.039501,-0.021334
1.54,-5.393537,4.039501,-0.021334
1.56,-5.119142,3.28845,-0.231407
1.58,-5.119142,3.28845,-0.231407
1.6,-4.41272,2.648825,-0.560758
1.62,-4.41272,2.648825,-0.560758
1.6400000000000001,-0.96531,0.033088,-1.442674
1.6600000000000001,-0.96531,0.033088,-1.442674
1.68,1.410986,-2.13567,-1.45127
1.7,1.410986,-2.13567,-1.45127
1.72,2.118245,-2.443757,-1.176497
1.74,2.118245,-2.443757,-1.176497
1.76,2.244522,-2.173222,-1.000087
1.78,2.244522,-2.173222,-1.000087
1.8,2.163298,-1.839621,-0.913633
1.82,2.163298,-1.839621,-0.913633
1.84,1.924945,-1.364875,-0.816912
1.86,1.924945,-1.364875,-0.816912
1.8800000000000001,1.718378,-1.037171,-0.739485
1.9000000000000001,1.718378,-1.037171,-0.739485
1.92,1.422426,-0.698973,-0.577039
1.94,1.422426,-0.698973,-0.577039
1.96,1.181746,-0.474809,-0.455901
1.98,1.181746,-0.474809,-0.455901
2.0,0.821876,-0.288092,-0.228241
2.02,0.821876,-0.288092,-0.228241
2.04,0.370222,0.068315,0.083423
2.06,0.370222,0.068315,0.083423
2.08,0.036275,0.315721,0.275533
2.1,0.036275,0.315721,0.275533
2.12,-0.133637,0.42325,0.310587
2.14,-0.133637,0.42325,0.310587
2.16,-0.226828,0.427968,0.231591
2.18,-0.226828,0.427968,0.231591
2.2,-0.209829,0.445543,0.07838
2.22,-0.209829,0.445543,0.07838
2.24,-0.204782,0.492741,-0.040106
2.2600000000000002,-0.204782,0.492741,-0.040106
2.2800000000000002,-0.158419,0.516259,-0.154666
2.3000000000000003,-0.158419,0.516259,-0.154666
2.32,-0.108833,0.393889,-0.257641
2.34,-0.108833,0.393889,-0.257641
2.36,-0.048024,0.356354,-0.319365
2.38,-0.048024,0.356354,-0.319365
2.4,-0.01637,0.321357,-0.370103
2.42,-0.01637,0.321357,-0.370103
2.44,0.00908,0.239488,-0.401676
2.46,0.00908,0.239488,-0.401676
2.48,-0.016231,0.197705,-0.380363
2.5,-0.016231,0.197705,-0.380363
2.52,3.92E-4,0.148924,-0.371851
2.54,3.92E-4,0.148924,-0.371851
2.56,0.002456,0.099363,-0.344003
2.58,0.002456,0.099363,-0.344003
2.6,-0.001546,0.074653,-0.301709
2.62,-0.001546,0.074653,-0.301709
2.64,-0.006295,0.035535,-0.263772
2.66,-0.006295,0.035535,-0.263772
2.68,-0.023984,-0.007981,-0.215319
2.7,-0.023984,-0.007981,-0.215319
2.72,-0.034932,-0.031556,-0.174444
2.74,-0.034932,-0.031556,-0.174444
2.7600000000000002,-0.052142,-0.017303,-0.137688
2.7800000000000002,-0.052142,-0.017303,-0.137688
2.8000000000000003,-0.078956,-0.005865,-0.097709
2.82,-0.078956,-0.005865,-0.097709
2.84,-0.065302,-0.001914,-0.08837
2.86,-0.065302,-0.001914,-0.08837
2.88,-0.045976,-7.01E-4,-0.085213
2.9,-0.045976,-7.01E-4,-0.085213
2.92,-0.025899,0.002883,-0.07959
2.94,-0.025899,0.002883,-0.07959
