time,seconds_elapsed,z,y,x
1776592888679918600,0.381918701171875,-0.00043200000072829425,-0.0012019999558106065,0.00030700000934302807
1776592888689699800,0.391699951171875,-0.0011409999569877982,-0.002735000103712082,-0.000742000003810972
1776592888709257700,0.4112578125,-0.12446500360965729,-0.08633899688720703,-0.10715000331401825
1776592888728814000,0.43081396484375,-0.13965800404548645,-0.0825209990143776,-0.1161310002207756
1776592888748371000,0.450370849609375,-0.19004899263381958,-0.06461100280284882,-0.1251859962940216
1776592888767921700,0.469921630859375,-0.327674001455307,0.03208399936556816,-0.17878299951553345
1776592888787475000,0.489474853515625,-0.505141019821167,0.14856700599193573,-0.23314599692821503
1776592888807032800,0.50903271484375,-0.6499050259590149,0.2706010043621063,-0.23106999695301056
1776592888826589400,0.52858935546875,-0.7029190063476562,0.32996299862861633,-0.15230299532413483
1776592888846144000,0.54814404296875,-0.721327006816864,0.3052450120449066,-0.07188499718904495
1776592888865691400,0.56769140625,-0.6461510062217712,0.3417400121688843,0.03968600183725357
1776592888885237800,0.58723779296875,-0.579990029335022,0.38847601413726807,0.1214980036020279
1776592888904791300,0.606791259765625,-0.5001329779624939,0.44243499636650085,0.2045229971408844
1776592888924347100,0.62634716796875,-0.403236985206604,0.5445989966392517,0.2749660015106201
1776592888943901000,0.64590087890625,-0.3109619915485382,0.6438369750976562,0.33364298939704895
1776592888963452400,0.665452392578125,-0.18667200207710266,0.7633039951324463,0.41374000906944275
1776592888983003400,0.68500341796875,-0.14733199775218964,0.8175839781761169,0.4382619857788086
1776592889002557000,0.704556884765625,-0.1231750026345253,0.8564159870147705,0.44168999791145325
1776592889022113300,0.72411328125,-0.06510300189256668,0.9140419960021973,0.45633500814437866
1776592889041666600,0.74366650390625,-0.023845000192523003,0.987492024898529,0.48329299688339233
1776592889061219000,0.763218994140625,-0.034582000225782394,1.0875459909439087,0.4932129979133606
1776592889080776400,0.7827763671875,-0.10435900092124939,1.2330340147018433,0.4708380103111267
1776592889100335600,0.802335693359375,-0.19289499521255493,1.3767460584640503,0.4485760033130646
1776592889119889200,0.82188916015625,-0.2578659951686859,1.4594180583953857,0.43760499358177185
1776592889139436500,0.8414365234375,-0.2782619893550873,1.5112520456314087,0.4268679916858673
1776592889158987800,0.86098779296875,-0.2756969928741455,1.5103260278701782,0.4078260064125061
