seconds_elapsed,x,y,z
0.0,1.206,1.196,9.767
0.02,1.127,1.196,9.61
0.04,1.363,1.51,9.453
0.06,1.52,1.588,9.297
0.08,1.127,1.353,9.767
0.1,0.813,1.039,10.316
0.12,0.97,1.196,10.238
0.14,1.127,1.353,9.767
0.16,1.206,1.196,9.924
0.18,1.049,1.353,9.767
0.2,0.97,1.274,9.689
0.22,1.127,1.431,10.16
0.24,1.598,1.745,10.16
0.26,2.383,2.059,10.316
0.28,2.618,2.137,11.65
0.3,2.383,1.353,15.024
0.32,3.246,0.725,20.83
0.34,4.815,-0.451,30.323
0.36,3.246,-2.961,35.265
0.38,1.363,-4.766,34.246
0.4,1.912,-5.158,27.263
0.42,3.089,-5.001,19.104
0.44,3.795,-4.609,10.787
0.46,4.109,-3.746,3.726
0.48,3.559,-3.51,-0.745
0.5,3.324,-3.197,-4.04
0.52,3.795,-3.353,-7.257
0.54,2.069,-2.647,-15.73
0.56,0.264,0.098,-22.634
0.58,0.029,2.608,-20.516
0.6,0.264,4.177,-12.278
0.62,-0.598,4.648,-4.825
0.64,-2.088,4.491,-0.745
0.66,-2.01,5.197,-0.039
0.68,-1.461,5.511,-3.334
0.7000000000000001,-0.049,4.883,-6.394
0.72,1.755,3.55,-7.571
0.74,3.246,1.824,-7.727
0.76,4.344,0.176,-5.766
0.78,4.972,-1.392,-5.374
0.8,5.364,-2.961,-4.981
0.8200000000000001,5.992,-5.158,-0.431
0.84,7.09,-6.649,11.179
0.86,6.776,-6.649,13.062
0.88,10.62,-7.433,15.338
0.9,11.64,-10.415,27.734
0.92,10.385,-10.493,33.932
0.9400000000000001,9.914,-7.512,34.795
0.96,7.718,-4.138,25.38
0.98,5.05,-2.883,20.123
1.0,2.696,-2.412,18.397
1.02,1.363,-2.334,17.456
1.04,1.284,-1.627,12.67
1.06,1.52,-0.764,6.943
1.08,2.461,-0.215,6.001
1.1,2.932,-0.058,7.727
1.12,2.775,-0.058,7.806
1.1400000000000001,3.481,0.411,5.766
1.16,3.873,0.411,5.06
1.18,3.089,-0.529,7.571
1.2,2.304,-1.314,11.572
1.22,2.461,-1.235,12.278
1.24,3.01,-0.529,10.238
1.26,3.324,-0.215,9.689
1.28,3.481,-1.235,13.376
1.3,3.481,-3.275,20.83
1.32,4.579,-4.53,29.46
1.34,5.129,-6.099,32.99
1.36,1.833,-8.375,34.01
1.3800000000000001,0.264,-9.316,29.146
1.4000000000000001,3.324,-7.825,24.517
1.42,5.678,-7.276,19.26
1.44,6.541,-7.355,12.749
1.46,8.345,-5.472,3.962
1.48,7.639,-2.961,-3.02
1.5,6.855,-2.177,-7.178
1.52,5.835,-3.197,-12.199
1.54,3.952,-2.569,-18.633
1.56,3.481,1.353,-23.34
1.58,2.853,4.256,-22.32
1.6,1.206,3.471,-11.572
1.62,-1.461,3.785,0.509
1.6400000000000001,-3.344,5.197,7.021
1.6600000000000001,-4.599,5.825,8.983
1.68,-4.521,6.374,6.315
1.7,-3.736,5.746,3.883
1.72,-1.539,5.197,-1.216
1.74,1.206,5.433,-8.277
1.76,3.481,4.57,-11.415
1.78,3.246,1.274,-8.747
1.8,0.892,-2.255,-7.884
1.82,2.696,-3.275,-13.141
1.84,9.287,-3.667,-18.397
1.86,10.856,-10.258,-3.491
1.8800000000000001,10.071,-13.553,14.788
1.9000000000000001,16.426,-10.65,27.498
1.92,17.682,-9.473,26.714
1.94,15.171,-13.082,33.461
1.96,9.993,-13.004,36.835
1.98,4.501,-12.141,35.422
2.0,1.912,-8.453,20.986
2.02,0.029,-5.158,13.847
2.04,-0.205,-2.804,12.435
2.06,1.284,-1.314,10.552
2.08,3.952,-0.137,7.1
2.1,4.815,0.333,5.531
2.12,3.873,-0.137,6.472
2.14,2.54,-0.686,9.14
2.16,1.441,-1.235,10.16
2.18,1.049,-1.314,8.826
2.2,1.755,-0.764,7.1
2.22,2.461,-0.215,6.864
2.24,2.618,-0.294,10.081
2.2600000000000002,2.461,-0.608,11.886
2.2800000000000002,2.383,-0.843,11.572
2.3000000000000003,3.795,-0.451,11.729
2.32,4.109,-1.235,18.319
2.34,3.559,-2.961,28.126
2.36,4.03,-3.981,29.146
2.38,3.716,-5.315,30.244
2.4,2.853,-7.119,30.166
2.42,3.481,-8.61,29.538
2.44,5.992,-9.473,21.536
2.46,8.502,-7.59,10.787
2.48,8.581,-6.413,4.668
2.5,7.012,-6.413,-0.431
2.52,6.07,-6.021,-7.492
2.54,5.285,-5.472,-16.201
2.56,3.01,-3.981,-26.635
2.58,1.755,-0.372,-29.852
2.6,2.618,2.137,-24.36
2.62,2.461,1.902,-14.475
2.64,1.127,0.961,-6.237
2.66,0.264,0.647,-4.746
2.68,1.52,1.274,-8.669
2.7,4.736,1.039,-13.062
2.72,6.698,-2.804,-11.258
2.74,5.285,-7.355,-5.923
2.7600000000000002,8.267,-7.198,-6.472
2.7800000000000002,12.268,-7.904,-7.257
2.8000000000000003,14.073,-16.848,6.943
2.82,13.602,-19.28,23.576
2.84,18.388,-17.632,31.892
2.86,18.074,-17.868,36.05
2.88,11.248,-16.534,38.09
2.9,5.442,-13.788,39.188
2.92,1.99,-9.552,23.968
2.94,-1.147,-5.236,12.042
2.96,-1.775,-2.961,9.218
2.98,0.343,-1.471,9.453
3.0,4.266,0.176,8.59
3.02,5.442,0.804,5.609
3.04,4.03,0.49,3.491
3.06,1.52,-0.372,3.805
3.08,-0.519,-1.314,7.414
3.1,-0.049,-1.392,9.61
3.12,1.127,-0.764,8.12
3.14,1.99,0.254,6.237
3.16,2.147,0.961,5.609
3.18,2.147,0.961,7.335
3.2,1.598,0.333,11.023
3.22,1.127,0.019,9.767
3.24,1.127,0.333,7.1
3.2600000000000002,1.676,1.039,6.001
3.2800000000000002,2.147,1.667,6.001
3.3000000000000003,1.833,1.353,8.434
3.3200000000000003,1.206,0.804,10.944
3.34,0.97,0.647,10.16
3.36,1.676,1.353,8.355
3.38,2.461,2.137,7.492
3.4,2.226,1.981,8.277
3.42,1.284,1.196,11.179
3.44,0.578,0.804,11.807
3.46,0.735,0.961,10.16
3.48,1.598,1.588,8.434
3.5,1.755,1.902,8.512
3.52,1.52,1.667,10.081
3.54,1.127,1.274,11.336
3.56,0.813,1.117,10.473
3.58,0.892,1.431,8.669
3.6,1.363,1.824,7.727
3.62,1.755,1.824,8.59
3.64,1.206,1.274,10.63
3.66,0.735,0.961,10.866
3.68,0.892,1.196,9.924
3.7,1.441,1.588,8.983
3.72,1.441,1.588,8.747
3.74,1.206,0.882,9.61
3.7600000000000002,0.97,0.961,10.316
3.7800000000000002,1.755,1.588,9.689
