seconds_elapsed,x,y,z
0.0,1.206,1.039,8.59
0.02,1.441,1.274,8.826
0.04,1.284,1.196,9.297
0.06,0.97,0.804,9.061
0.08,0.813,0.647,8.826
0.1,0.97,0.568,8.904
0.12,1.127,0.49,8.826
0.14,0.97,0.49,9.218
0.16,1.127,0.49,10.63
0.18,1.284,0.333,10.081
0.2,1.363,0.49,8.59
0.22,1.598,0.568,8.669
0.24,1.912,0.411,9.924
0.26,1.676,0.333,10.238
0.28,1.755,0.176,9.61
0.3,1.833,0.254,9.14
0.32,2.226,0.254,9.453
0.34,2.069,0.176,9.846
0.36,1.912,0.176,10.552
0.38,1.912,0.019,10.003
0.4,2.069,0.176,8.983
0.42,2.147,0.098,8.434
0.44,2.383,0.176,9.297
0.46,2.618,0.176,10.866
0.48,2.383,0.098,10.944
0.5,2.304,0.176,10.473
0.52,2.54,0.333,10.316
0.54,2.618,0.49,10.16
0.56,2.775,0.49,10.395
0.58,2.775,0.568,10.395
0.6,2.696,0.49,10.395
0.62,2.696,0.411,10.473
0.64,2.461,0.333,10.003
0.66,2.461,0.333,9.375
0.68,2.54,0.411,9.689
0.7000000000000001,2.54,0.333,10.081
0.72,2.383,0.254,9.689
0.74,2.54,0.333,9.532
0.76,2.54,0.176,9.846
0.78,2.461,0.098,10.003
0.8,2.54,0.176,10.16
0.8200000000000001,2.775,0.333,10.473
0.84,2.618,0.411,10.552
0.86,2.618,0.568,10.787
0.88,2.696,0.725,10.787
0.9,2.226,0.49,10.63
0.92,1.99,0.411,10.316
0.9400000000000001,1.912,0.411,10.473
0.96,1.833,0.411,10.709
0.98,1.833,0.411,10.63
1.0,1.598,0.254,10.395
1.02,1.284,0.176,10.552
1.04,1.441,0.333,10.866
1.06,1.284,0.411,10.552
1.08,1.284,0.725,10.16
1.1,1.206,0.804,10.552
1.12,1.049,0.804,10.787
1.1400000000000001,0.892,0.725,10.63
1.16,0.657,0.647,10.552
1.18,0.264,0.568,10.787
1.2,-0.127,0.411,11.336
1.22,-0.362,0.254,11.65
1.24,-0.598,0.411,10.552
1.26,-0.441,0.725,9.846
1.28,-0.598,0.882,9.924
1.3,-1.147,0.804,10.473
1.32,-1.304,0.647,10.63
1.34,-1.304,0.804,10.16
1.36,-1.539,0.961,10.003
1.3800000000000001,-1.775,1.039,10.395
1.4000000000000001,-2.088,0.961,10.473
1.42,-2.245,0.961,9.924
1.44,-2.559,0.961,9.375
1.46,-2.716,1.039,9.689
1.48,-2.951,1.039,9.453
1.5,-3.344,1.039,8.041
1.52,-3.344,1.196,7.963
1.54,-3.501,1.196,9.218
1.56,-4.364,0.882,10.003
1.58,-4.599,0.804,9.218
1.6,-4.442,1.117,7.335
1.62,-4.285,1.588,6.158
1.6400000000000001,-4.677,1.667,6.472
1.6600000000000001,-5.07,1.431,7.963
1.68,-5.933,1.117,8.512
1.7,-5.776,1.274,7.727
1.72,-5.384,1.667,6.394
1.74,-5.384,1.902,4.825
1.76,-6.247,1.588,4.668
1.78,-6.874,1.274,5.844
1.8,-6.639,1.274,6.629
1.82,-6.56,1.588,5.923
1.84,-6.796,1.824,4.511
1.86,-7.11,1.745,3.805
1.8800000000000001,-7.502,1.667,4.354
1.9000000000000001,-7.58,1.745,5.138
1.92,-7.031,2.137,5.06
1.94,-7.345,2.294,4.275
1.96,-8.051,2.137,4.197
1.98,-8.365,1.902,4.511
2.0,-7.894,2.294,3.569
2.02,-7.816,2.687,2.235
2.04,-8.13,2.608,1.922
2.06,-8.443,2.294,2.863
2.08,-8.679,2.137,3.334
2.1,-8.522,2.216,2.628
2.12,-8.286,2.687,1.137
2.14,-8.13,2.922,-0.117
2.16,-8.051,3.157,-0.666
2.18,-8.522,3.314,-0.353
2.2,-8.522,3.157,0.431
2.22,-8.757,2.687,0.902
2.24,-9.463,2.059,1.608
2.2600000000000002,-9.699,1.745,0.588
2.2800000000000002,-8.914,1.902,-0.353
2.3000000000000003,-8.757,1.588,-1.137
2.32,-9.228,1.274,-2.863
2.34,-8.914,1.588,-4.825
2.36,-8.13,2.137,-5.138
2.38,-8.6,2.216,-4.197
2.4,-9.306,2.294,-2.942
2.42,-8.757,3.393,-1.608
2.44,-7.423,4.256,-1.216
2.46,-8.286,3.393,-1.451
2.48,-9.071,2.373,-1.765
2.5,-9.385,1.824,-2.235
2.52,-9.306,1.981,-2.157
2.54,-8.836,3.0,-1.059
2.56,-8.757,3.707,-0.98
2.58,-8.6,3.863,-1.843
2.6,-8.679,3.393,-2.079
2.62,-8.757,2.922,-1.686
2.64,-8.443,3.0,-1.765
2.66,-8.051,3.314,-2.079
2.68,-8.365,2.765,-2.157
2.7,-9.228,2.216,-1.372
2.72,-9.149,2.451,-0.666
2.74,-8.757,3.0,-0.823
2.7600000000000002,-8.836,2.922,-1.451
2.7800000000000002,-9.228,2.451,-0.823
2.8000000000000003,-9.542,2.294,0.117
2.82,-9.542,2.451,0.196
2.84,-9.306,2.373,-0.353
2.86,-9.306,2.53,-0.98
2.88,-9.149,2.687,-0.431
2.9,-8.836,2.844,0.666
2.92,-9.385,2.137,1.372
2.94,-9.699,1.824,0.98
2.96,-8.993,2.294,0.274
2.98,-8.365,2.765,-0.117
3.0,-8.679,2.608,0.196
3.02,-9.149,1.824,1.372
3.04,-9.071,1.667,2.471
3.06,-8.679,2.059,1.843
3.08,-8.443,2.53,0.745
3.1,-8.522,2.451,0.666
3.12,-8.286,2.137,1.529
3.14,-8.13,2.059,3.569
3.16,-8.365,2.137,3.883
3.18,-8.679,1.981,3.255
3.2,-8.365,1.981,3.805
3.22,-7.816,2.059,4.275
3.24,-7.894,2.294,3.726
3.2600000000000002,-7.894,2.216,3.569
3.2800000000000002,-8.365,1.902,3.883
3.3000000000000003,-7.266,1.981,5.295
3.3200000000000003,-7.345,1.902,6.551
3.34,-7.345,2.294,5.766
3.36,-7.58,2.059,4.275
3.38,-7.894,1.51,4.354
3.4,-6.247,2.059,6.001
3.42,-6.325,2.059,6.551
3.44,-6.403,2.137,6.158
3.46,-6.953,1.667,6.394
3.48,-6.403,1.667,6.629
3.5,-4.756,2.216,7.021
3.52,-5.227,2.137,7.178
3.54,-5.933,1.745,7.021
3.56,-6.482,1.274,7.021
3.58,-3.971,2.059,7.806
