seconds_elapsed,x,y,z
0.0,0.657,0.568,10.081
0.02,0.5,0.49,9.767
0.04,0.578,0.568,9.532
0.06,0.813,0.804,9.453
0.08,1.049,0.961,10.081
0.1,0.97,0.804,10.316
0.12,0.97,0.725,10.081
0.14,0.813,0.647,9.924
0.16,0.735,0.49,9.924
0.18,0.578,0.49,9.61
0.2,1.127,0.725,9.767
0.22,1.284,0.882,9.689
0.24,0.97,0.804,9.453
0.26,0.892,0.725,9.767
0.28,0.813,0.804,9.846
0.3,0.657,0.804,9.453
0.32,0.97,0.882,9.453
0.34,1.049,0.725,9.532
0.36,0.813,0.725,9.375
0.38,0.5,0.568,9.924
0.4,0.343,0.49,10.003
0.42,0.578,0.647,9.61
0.44,0.813,0.725,9.14
0.46,0.735,0.725,9.218
0.48,0.343,0.49,9.689
0.5,0.421,0.568,10.003
0.52,0.735,0.647,10.003
0.54,0.892,0.725,9.767
0.56,0.813,0.804,9.532
0.58,0.735,0.804,9.61
0.6,0.421,0.49,10.16
0.62,0.421,0.411,10.238
0.64,0.578,0.568,9.846
0.66,0.735,0.804,9.61
0.68,0.735,0.961,9.218
0.7000000000000001,0.813,0.882,9.689
0.72,0.735,0.725,10.081
0.74,0.813,0.568,10.238
0.76,0.892,0.725,10.081
0.78,0.5,0.725,9.767
0.8,0.343,0.725,9.375
0.8200000000000001,0.186,0.647,9.61
0.84,0.421,0.568,10.16
0.86,0.657,0.568,10.081
0.88,0.813,0.804,9.924
0.9,0.657,0.804,9.61
0.92,0.578,0.804,9.453
0.9400000000000001,0.5,0.647,9.532
0.96,0.735,0.568,9.924
0.98,0.97,0.725,9.846
1.0,0.813,0.804,9.689
1.02,0.735,0.725,9.61
1.04,0.421,0.568,9.61
1.06,0.186,0.411,10.16
1.08,0.029,0.333,10.081
1.1,0.578,0.647,9.689
1.12,1.049,0.961,9.61
1.1400000000000001,0.813,0.804,9.767
1.16,0.5,0.647,9.846
1.18,0.657,0.725,10.003
1.2,0.735,0.725,9.61
1.22,0.421,0.725,9.218
1.24,0.578,0.804,9.14
1.26,0.578,0.804,9.846
1.28,0.578,0.647,10.16
1.3,0.657,0.725,10.238
1.32,0.97,0.725,10.16
1.34,0.892,0.804,9.846
1.36,0.578,0.647,9.61
1.3800000000000001,0.421,0.647,9.532
1.4000000000000001,0.343,0.568,9.767
1.42,0.578,0.725,9.767
1.44,0.97,0.961,9.375
1.46,1.127,1.117,9.218
1.48,0.892,1.039,9.453
1.5,0.5,0.725,10.003
1.52,0.343,0.568,10.238
1.54,0.5,0.568,10.003
1.56,0.657,0.725,9.61
1.58,0.892,1.039,9.532
1.6,0.892,1.117,9.61
1.62,0.5,0.804,10.003
1.6400000000000001,0.578,0.804,10.081
1.6600000000000001,0.657,0.804,9.846
1.68,0.813,0.961,9.532
1.7,0.735,0.961,9.375
1.72,0.5,0.961,9.453
1.74,0.421,0.804,10.003
1.76,0.578,0.725,9.924
1.78,0.892,0.961,9.61
1.8,1.049,1.117,9.453
1.82,0.813,1.117,9.375
1.84,0.657,0.961,9.924
1.86,0.421,0.725,10.238
1.8800000000000001,0.657,0.804,9.846
1.9000000000000001,0.892,1.117,9.453
1.92,0.813,1.117,9.453
1.94,0.735,1.117,9.453
1.96,0.578,0.882,9.846
1.98,0.578,0.725,10.081
2.0,0.735,0.804,9.846
2.02,0.97,0.961,9.61
2.04,0.813,1.039,9.375
2.06,0.657,1.039,9.453
2.08,0.657,0.804,9.924
2.1,0.657,0.882,9.767
2.12,0.892,1.039,9.453
2.14,0.813,1.117,9.532
2.16,0.735,0.961,9.767
2.18,0.578,0.804,10.003
2.2,0.5,0.725,10.081
2.22,0.578,0.882,9.689
2.24,0.657,1.039,9.375
2.2600000000000002,0.735,0.961,9.61
2.2800000000000002,0.578,0.804,9.924
2.3000000000000003,0.657,0.804,10.081
2.32,0.813,0.882,9.767
2.34,0.892,1.039,9.453
2.36,0.892,1.039,9.61
2.38,0.657,0.882,9.767
2.4,0.578,0.725,10.003
2.42,0.578,0.804,10.003
2.44,0.657,0.804,9.767
2.46,0.813,0.961,9.689
2.48,0.735,0.961,9.689
2.5,0.657,0.882,9.846
2.52,0.657,0.882,9.689
2.54,0.578,0.804,9.453
2.56,0.657,0.804,9.532
2.58,0.578,0.804,9.532
2.6,0.578,0.882,9.846
2.62,0.813,0.961,9.846
2.64,0.97,1.039,9.689
2.66,0.892,0.961,9.767
2.68,0.735,0.882,9.767
2.7,0.5,0.804,10.003
2.72,0.421,0.804,10.081
2.74,0.735,0.882,9.924
2.7600000000000002,0.892,0.961,9.532
2.7800000000000002,0.892,0.961,9.375
2.8000000000000003,0.657,0.882,9.453
2.82,0.5,0.725,9.767
2.84,0.735,0.804,9.846
2.86,0.892,0.882,9.767
2.88,0.813,0.882,9.689
2.9,0.735,0.882,9.532
2.92,0.578,0.804,9.767
2.94,0.657,0.882,9.846
2.96,0.813,0.882,9.846
2.98,0.735,0.804,9.846
3.0,0.735,0.804,9.689
3.02,0.813,0.961,9.689
3.04,0.97,0.961,9.924
3.06,0.97,0.961,9.689
3.08,0.97,1.039,9.14
3.1,0.813,1.274,9.532
3.12,1.206,1.196,9.767
3.14,0.5,0.882,10.316
3.16,0.657,0.882,10.003
3.18,0.578,0.804,9.61
