seconds_elapsed,x,y,z
0.0,-0.049197,-0.025284,-0.034527
0.02,-0.049197,-0.025284,-0.034527
0.04,-0.053653,-0.02712,-0.022778
0.06,-0.053653,-0.02712,-0.022778
0.08,-0.037746,-0.041281,-0.024537
0.1,-0.037746,-0.041281,-0.024537
0.12,-0.027071,-0.075699,-0.042263
0.14,-0.027071,-0.075699,-0.042263
0.16,-0.017916,-0.09778,-0.053293
0.18,-0.017916,-0.09778,-0.053293
0.2,-0.004282,-0.10975,-0.05727
0.22,-0.004282,-0.10975,-0.05727
0.24,-0.001533,-0.115291,-0.063962
0.26,-0.001533,-0.115291,-0.063962
0.28,0.002296,-0.137581,-0.076339
0.3,0.002296,-0.137581,-0.076339
0.32,0.002156,-0.129257,-0.072833
0.34,0.002156,-0.129257,-0.072833
0.36,0.004112,-0.118518,-0.070535
0.38,0.004112,-0.118518,-0.070535
0.4,0.006512,-0.100712,-0.065731
0.42,0.006512,-0.100712,-0.065731
0.44,0.004442,-0.087501,-0.059607
0.46,0.004442,-0.087501,-0.059607
0.48,0.003986,-0.077877,-0.048919
0.5,0.003986,-0.077877,-0.048919
0.52,0.002365,-0.070611,-0.038961
0.54,0.002365,-0.070611,-0.038961
0.56,-1.23E-4,-0.072545,-0.037708
0.58,-1.23E-4,-0.072545,-0.037708
0.6,-0.016443,-0.047117,-0.023388
0.62,-0.016443,-0.047117,-0.023388
0.64,-0.02787,-0.041088,-0.020854
0.66,-0.02787,-0.041088,-0.020854
0.68,-0.034761,-0.032893,-0.020742
0.7000000000000001,-0.034761,-0.032893,-0.020742
0.72,-0.03461,-0.029848,-0.021914
0.74,-0.03461,-0.029848,-0.021914
0.76,-0.029122,-0.02347,-0.022678
0.78,-0.029122,-0.02347,-0.022678
0.8,-0.019514,-0.011183,-0.03516
0.8200000000000001,-0.019514,-0.011183,-0.03516
0.84,-0.003499,0.003571,-0.061415
0.86,-0.003499,0.003571,-0.061415
0.88,0.017495,0.015298,-0.079919
0.9,0.017495,0.015298,-0.079919
0.92,0.036872,0.037393,-0.08098
0.9400000000000001,0.036872,0.037393,-0.08098
0.96,0.04243,0.081544,-0.069887
0.98,0.04243,0.081544,-0.069887
1.0,0.054007,0.119128,-0.058391
1.02,0.054007,0.119128,-0.058391
1.04,0.071561,0.159174,-0.049587
1.06,0.071561,0.159174,-0.049587
1.08,0.086042,0.20282,-0.048634
1.1,0.086042,0.20282,-0.048634
1.12,0.096617,0.228494,-0.066084
