seconds_elapsed,x,y,z
0.0,-0.049,0.647,10.316
0.02,0.029,0.804,9.767
0.04,0.186,0.804,9.375
0.06,0.107,0.568,9.61
0.08,-0.049,0.411,10.081
0.1,-0.049,0.411,9.924
0.12,0.186,0.568,9.61
0.14,0.186,0.49,9.532
0.16,0.186,0.411,9.767
0.18,0.107,0.411,9.924
0.2,0.107,0.49,9.924
0.22,0.186,0.647,9.61
0.24,0.421,0.804,9.61
0.26,0.343,0.725,9.689
0.28,0.107,0.568,9.846
0.3,0.107,0.647,9.924
0.32,0.264,0.725,9.924
0.34,0.343,0.647,9.846
0.36,0.186,0.568,10.081
0.38,0.029,0.411,10.316
0.4,0.029,0.333,10.395
0.42,0.107,0.49,10.238
0.44,0.264,0.647,10.395
0.46,0.186,0.568,10.787
0.48,-0.049,0.411,11.101
0.5,-0.049,0.568,11.415
0.52,-0.127,0.804,11.258
0.54,-0.049,0.961,10.866
0.56,-0.127,0.882,10.944
0.58,-0.205,0.804,11.493
0.6,-0.284,0.804,11.65
0.62,-0.284,0.725,11.729
0.64,-0.519,0.568,11.572
0.66,-0.833,0.49,11.101
0.68,-0.755,0.725,11.023
0.7000000000000001,-0.598,0.961,10.866
0.72,-0.598,0.961,10.709
0.74,-0.912,0.804,10.63
0.76,-1.382,0.647,10.316
0.78,-1.539,0.882,10.081
0.8,-1.382,1.117,10.003
0.8200000000000001,-1.696,1.117,10.16
0.84,-1.931,1.039,10.316
0.86,-2.245,0.961,10.16
0.88,-2.245,1.117,9.846
0.9,-2.167,1.274,9.689
0.92,-2.794,1.039,9.375
0.9400000000000001,-3.108,1.117,8.826
0.96,-2.951,1.431,8.826
0.98,-3.03,1.667,8.747
1.0,-3.658,1.431,8.512
1.02,-4.128,1.431,8.12
1.04,-3.893,1.902,7.963
1.06,-3.658,2.216,7.335
1.08,-4.05,2.294,6.707
1.1,-4.756,2.059,7.257
1.12,-5.305,1.902,8.041
1.1400000000000001,-5.07,2.059,8.512
1.16,-5.07,2.216,7.492
1.18,-5.305,2.294,6.315
1.2,-5.619,2.294,6.472
1.22,-5.697,2.451,7.257
1.24,-5.619,2.53,7.571
1.26,-6.168,2.53,6.629
1.28,-6.482,2.451,5.923
1.3,-6.325,2.765,5.688
1.32,-6.168,2.922,6.08
1.34,-6.09,2.922,5.923
1.36,-6.639,2.765,5.609
1.3800000000000001,-7.266,2.373,5.688
1.4000000000000001,-7.266,2.53,5.531
1.42,-6.874,3.0,4.903
1.44,-6.639,3.393,4.354
1.46,-6.796,3.314,4.118
1.48,-7.423,3.0,4.668
1.5,-8.13,2.765,5.295
1.52,-8.13,3.0,5.138
1.54,-7.659,3.314,4.432
1.56,-7.188,3.628,3.648
1.58,-7.502,3.55,3.648
1.6,-8.051,3.236,4.668
1.62,-8.286,3.157,5.138
1.6400000000000001,-8.13,3.157,4.589
1.6600000000000001,-8.13,3.314,3.491
1.68,-7.894,3.55,2.785
1.7,-7.816,3.628,2.863
1.72,-7.973,3.55,3.099
1.74,-8.365,3.393,3.177
1.76,-8.6,3.314,2.942
1.78,-8.443,3.314,2.471
1.8,-8.13,3.471,1.843
1.82,-8.208,3.471,1.529
1.84,-8.6,3.314,1.686
1.86,-8.522,3.55,1.843
1.8800000000000001,-8.443,3.785,1.843
1.9000000000000001,-8.443,3.707,1.372
1.92,-8.443,3.55,1.216
1.94,-8.993,3.393,1.372
1.96,-9.149,3.471,1.372
1.98,-8.993,3.628,1.686
2.0,-8.836,3.707,1.843
2.02,-8.679,3.942,1.686
2.04,-8.757,3.707,1.608
2.06,-9.228,3.55,1.529
2.08,-9.463,3.236,1.216
2.1,-8.914,3.471,0.117
2.12,-8.443,3.785,-0.823
2.14,-8.286,3.628,-0.823
2.16,-8.914,3.55,-1.137
2.18,-8.6,3.707,-2.0
2.2,-7.894,4.177,-2.785
2.22,-7.737,3.863,-2.628
2.24,-8.522,3.393,-1.686
2.2600000000000002,-9.149,3.236,-0.823
2.2800000000000002,-9.071,3.55,-0.353
2.3000000000000003,-8.522,3.785,-0.117
2.32,-8.443,3.628,-0.745
2.34,-8.679,3.393,-1.529
2.36,-9.071,3.236,-1.451
2.38,-9.149,3.393,-1.216
2.4,-8.443,3.55,-1.137
2.42,-8.051,3.942,-1.372
2.44,-7.973,4.177,-1.294
2.46,-7.894,4.256,-0.353
2.48,-7.973,4.02,-0.117
2.5,-8.286,3.55,-0.353
2.52,-8.679,3.628,0.431
2.54,-8.6,3.785,2.079
2.56,-8.443,3.55,3.412
2.58,-9.071,2.922,2.471
2.6,-9.385,2.844,1.372
2.62,-8.679,3.393,1.686
2.64,-7.737,3.707,2.549
2.66,-8.13,3.0,2.628
2.68,-9.071,2.373,2.157
2.7,-8.914,2.765,2.471
2.72,-7.659,3.55,2.785
2.74,-6.953,3.785,3.177
2.7600000000000002,-7.973,3.393,2.471
2.7800000000000002,-8.208,3.157,3.412
2.8000000000000003,-7.659,3.236,4.825
