seconds_elapsed,x,y,z
0.0,6.27E-4,-0.003532,0.008772
0.02,6.27E-4,-0.003532,0.008772
0.04,0.001786,-0.008747,0.026995
0.06,0.001786,-0.008747,0.026995
0.08,0.00322,-0.013665,0.035907
0.1,0.00322,-0.013665,0.035907
0.12,0.002061,-0.013978,0.032373
0.14,0.002061,-0.013978,0.032373
0.16,0.001338,-0.020035,0.016537
0.18,0.001338,-0.020035,0.016537
0.2,-0.00285,-0.017571,0.014047
0.22,-0.00285,-0.017571,0.014047
0.24,-0.017064,-0.01186,0.016789
0.26,-0.017064,-0.01186,0.016789
0.28,-0.017977,-0.016127,-0.006363
0.3,-0.017977,-0.016127,-0.006363
0.32,-0.019266,-0.021234,-0.034705
0.34,-0.019266,-0.021234,-0.034705
0.36,-0.013462,-0.034949,-0.054628
0.38,-0.013462,-0.034949,-0.054628
0.4,-0.010823,-0.040526,-0.054001
0.42,-0.010823,-0.040526,-0.054001
0.44,-0.009971,-0.032139,-0.046819
0.46,-0.009971,-0.032139,-0.046819
0.48,-0.013746,-0.023608,-0.03171
0.5,-0.013746,-0.023608,-0.03171
0.52,-0.020453,-0.012547,-0.018932
0.54,-0.020453,-0.012547,-0.018932
0.56,-0.020748,-0.001564,-0.011661
0.58,-0.020748,-0.001564,-0.011661
0.6,-0.020591,0.02532,0.00307
0.62,-0.020591,0.02532,0.00307
0.64,-0.013984,0.055152,0.003204
0.66,-0.013984,0.055152,0.003204
0.68,-0.002457,0.104238,0.007986
0.7000000000000001,-0.002457,0.104238,0.007986
0.72,0.018784,0.148183,0.01724
0.74,0.018784,0.148183,0.01724
0.76,0.040239,0.184732,0.015339
0.78,0.040239,0.184732,0.015339
0.8,0.041612,0.248316,0.026641
0.8200000000000001,0.041612,0.248316,0.026641
0.84,0.049819,0.30711,0.012333
0.86,0.049819,0.30711,0.012333
0.88,0.072771,0.384473,-0.01335
0.9,0.072771,0.384473,-0.01335
0.92,0.099879,0.430819,-0.044662
0.9400000000000001,0.099879,0.430819,-0.044662
0.96,0.135999,0.537283,-0.052589
0.98,0.135999,0.537283,-0.052589
1.0,0.162017,0.59464,-0.053247
1.02,0.162017,0.59464,-0.053247
1.04,0.208151,0.790993,-0.021979
1.06,0.208151,0.790993,-0.021979
1.08,0.259318,0.821857,-0.020532
1.1,0.259318,0.821857,-0.020532
1.12,0.362228,1.051698,0.015661
1.1400000000000001,0.362228,1.051698,0.015661
1.16,0.331781,1.04603,0.028792
1.18,0.331781,1.04603,0.028792
1.2,0.425033,1.233377,0.05013
1.22,0.425033,1.233377,0.05013
1.24,0.405574,1.201875,0.040746
1.26,0.405574,1.201875,0.040746
1.28,0.412857,1.181484,0.029935
1.3,0.412857,1.181484,0.029935
1.32,0.434396,1.22243,0.025812
1.34,0.434396,1.22243,0.025812
1.36,0.414953,1.16118,0.011772
1.3800000000000001,0.414953,1.16118,0.011772
1.4000000000000001,0.433124,1.23575,0.015319
1.42,0.433124,1.23575,0.015319
1.44,0.412196,1.182866,0.004319
1.46,0.412196,1.182866,0.004319
1.48,0.461114,1.199653,0.021832
1.5,0.461114,1.199653,0.021832
1.52,0.413012,1.179478,0.026773
1.54,0.413012,1.179478,0.026773
1.56,0.349162,1.130477,0.03051
1.58,0.349162,1.130477,0.03051
1.6,0.335494,1.124932,0.045191
1.62,0.335494,1.124932,0.045191
1.6400000000000001,0.31776,1.033551,0.049322
1.6600000000000001,0.31776,1.033551,0.049322
1.68,0.302988,0.970501,0.052891
1.7,0.302988,0.970501,0.052891
1.72,0.284688,0.922918,0.05349
1.74,0.284688,0.922918,0.05349
1.76,0.289428,0.909868,0.058475
1.78,0.289428,0.909868,0.058475
1.8,0.30651,0.92602,0.065581
1.82,0.30651,0.92602,0.065581
1.84,0.313186,0.970599,0.061079
1.86,0.313186,0.970599,0.061079
1.8800000000000001,0.303023,1.006131,0.053549
1.9000000000000001,0.303023,1.006131,0.053549
1.92,0.324347,1.073013,0.070378
1.94,0.324347,1.073013,0.070378
1.96,0.28491,1.046501,0.056767
1.98,0.28491,1.046501,0.056767
2.0,0.229494,0.984967,0.03125
2.02,0.229494,0.984967,0.03125
2.04,0.202571,0.880729,0.02828
2.06,0.202571,0.880729,0.02828
2.08,0.167863,0.743782,0.017674
