seconds_elapsed,x,y,z
0.0,0.5,0.647,9.61
0.02,0.5,0.804,9.61
0.04,0.657,0.961,9.846
0.06,0.421,0.804,10.003
0.08,0.264,0.568,10.16
0.1,0.264,0.647,9.924
0.12,0.5,0.882,9.689
0.14,0.657,0.882,9.453
0.16,0.578,0.647,9.532
0.18,0.343,0.49,9.924
0.2,0.107,0.411,10.003
0.22,0.343,0.568,9.689
0.24,0.657,0.882,9.375
0.26,0.657,0.882,9.61
0.28,0.5,0.647,10.003
0.3,0.186,0.49,10.238
0.32,0.264,0.568,9.689
0.34,0.657,0.961,9.218
0.36,0.657,0.961,9.218
0.38,0.421,0.725,9.689
0.4,0.264,0.568,10.238
0.42,0.343,0.568,9.846
0.44,0.421,0.725,9.297
0.46,0.421,0.647,9.453
0.48,0.578,0.568,9.924
0.5,0.5,0.49,10.16
0.52,0.343,0.49,10.003
0.54,0.421,0.568,9.689
0.56,0.735,0.882,9.689
0.58,0.735,0.882,9.846
0.6,0.5,0.647,10.16
0.62,0.264,0.49,10.238
0.64,0.421,0.568,9.767
0.66,0.735,0.804,9.532
0.68,0.735,0.804,9.532
0.7000000000000001,0.578,0.725,9.767
0.72,0.343,0.568,10.16
0.74,0.343,0.647,10.081
0.76,0.5,0.882,9.61
0.78,0.657,0.882,9.375
0.8,0.5,0.725,9.61
0.8200000000000001,0.343,0.568,10.081
0.84,0.5,0.647,10.003
0.86,0.657,0.882,9.61
0.88,0.578,0.725,9.453
0.9,0.421,0.725,9.61
0.92,0.5,0.725,9.689
0.9400000000000001,0.5,0.725,9.689
0.96,0.343,0.725,9.689
0.98,0.5,0.725,9.532
1.0,0.5,0.725,9.689
1.02,0.421,0.568,9.846
1.04,0.5,0.568,9.846
1.06,0.421,0.725,9.689
1.08,0.578,0.804,9.61
1.1,0.657,0.804,9.689
1.12,0.578,0.647,9.846
1.1400000000000001,0.343,0.568,10.003
1.16,0.421,0.725,10.003
1.18,0.578,0.882,9.689
1.2,0.657,0.961,9.61
1.22,0.421,0.647,9.846
1.24,0.264,0.49,10.16
1.26,0.343,0.568,10.003
1.28,0.5,0.725,9.61
1.3,0.735,0.882,9.453
1.32,0.657,0.804,9.61
1.34,0.264,0.568,10.081
1.36,0.186,0.49,10.081
1.3800000000000001,0.421,0.725,9.61
1.4000000000000001,0.735,0.961,9.14
1.42,0.657,0.804,9.297
1.44,0.421,0.49,9.846
1.46,0.264,0.411,10.316
1.48,0.343,0.568,9.846
1.5,0.5,0.804,9.297
1.52,0.735,0.882,9.297
1.54,0.5,0.725,9.767
1.56,0.264,0.411,10.16
1.58,0.264,0.568,9.846
1.6,0.657,0.804,9.297
1.62,0.813,1.039,9.532
