seconds_elapsed,x,y,z
0.0,-0.024755,-0.008853,-0.015001
0.02,-0.024755,-0.008853,-0.015001
0.04,-0.023482,-0.009424,-0.01292
0.06,-0.023482,-0.009424,-0.01292
0.08,-0.015419,-0.010114,-0.012319
0.1,-0.015419,-0.010114,-0.012319
0.12,-0.013954,-0.006458,-0.009351
0.14,-0.013954,-0.006458,-0.009351
0.16,-0.009675,-0.00617,-0.013572
0.18,-0.009675,-0.00617,-0.013572
0.2,-0.008076,-0.004208,-0.012937
0.22,-0.008076,-0.004208,-0.012937
0.24,-0.007574,0.002892,-0.018479
0.26,-0.007574,0.002892,-0.018479
0.28,-0.004299,-0.001573,-0.038576
0.3,-0.004299,-0.001573,-0.038576
0.32,-0.004774,0.002478,-0.044057
0.34,-0.004774,0.002478,-0.044057
0.36,-0.003577,-0.006162,-0.049018
0.38,-0.003577,-0.006162,-0.049018
0.4,-0.001902,-0.006715,-0.046808
0.42,-0.001902,-0.006715,-0.046808
0.44,-3.79E-4,-0.005189,-0.038027
0.46,-3.79E-4,-0.005189,-0.038027
0.48,0.005196,-0.005363,-0.033941
0.5,0.005196,-0.005363,-0.033941
0.52,-0.001794,-0.001788,-0.017117
0.54,-0.001794,-0.001788,-0.017117
0.56,0.0,0.0,0.0
0.58,0.0,0.0,0.0
0.6,-0.006047,-0.002099,0.017126
0.62,-0.006047,-0.002099,0.017126
0.64,-0.024168,0.001118,0.044179
0.66,-0.024168,0.001118,0.044179
0.68,-0.019115,-0.008922,0.043891
0.7000000000000001,-0.019115,-0.008922,0.043891
0.72,-0.013707,-0.025306,0.038043
0.74,-0.013707,-0.025306,0.038043
0.76,-0.006572,-0.02201,0.041189
0.78,-0.006572,-0.02201,0.041189
0.8,0.018179,-0.028246,0.025842
0.8200000000000001,0.018179,-0.028246,0.025842
0.84,0.020209,-0.023281,0.026776
0.86,0.020209,-0.023281,0.026776
0.88,0.0279,-0.019648,0.017906
0.9,0.0279,-0.019648,0.017906
0.92,0.036466,-0.019547,0.002829
0.9400000000000001,0.036466,-0.019547,0.002829
0.96,0.030356,-0.014532,0.00123
0.98,0.030356,-0.014532,0.00123
1.0,0.026541,-0.010368,-0.011324
1.02,0.026541,-0.010368,-0.011324
1.04,0.021081,-0.007235,-0.023857
1.06,0.021081,-0.007235,-0.023857
1.08,0.01254,0.002911,-0.027175
1.1,0.01254,0.002911,-0.027175
1.12,0.00259,0.005116,-0.026143
1.1400000000000001,0.00259,0.005116,-0.026143
1.16,-0.010746,0.008023,-0.015035
1.18,-0.010746,0.008023,-0.015035
1.2,-0.008978,0.006804,-0.019082
1.22,-0.008978,0.006804,-0.019082
1.24,-0.010066,0.007589,-0.015756
1.26,-0.010066,0.007589,-0.015756
1.28,-0.010104,0.009494,-0.009734
1.3,-0.010104,0.009494,-0.009734
1.32,-0.00677,0.006292,-0.01029
1.34,-0.00677,0.006292,-0.01029
1.36,-0.00673,0.006319,-0.008379
1.3800000000000001,-0.00673,0.006319,-0.008379
1.4000000000000001,-0.005166,0.006982,-0.007878
1.42,-0.005166,0.006982,-0.007878
1.44,-0.003729,0.004505,-0.017165
1.46,-0.003729,0.004505,-0.017165
1.48,-0.007974,0.006907,-0.01649
1.5,-0.007974,0.006907,-0.01649
1.52,-0.004506,0.00375,-0.011802
1.54,-0.004506,0.00375,-0.011802
1.56,-0.005424,0.008144,-2.27E-4
1.58,-0.005424,0.008144,-2.27E-4
1.6,-0.006232,0.010862,0.003333
1.62,-0.006232,0.010862,0.003333
