seconds_elapsed,x,y,z
0.0,-0.049,1.353,9.689
0.02,-0.284,1.117,10.003
0.04,-0.441,0.882,9.767
0.06,-0.519,0.725,9.218
0.08,-0.362,0.882,9.297
0.1,-0.205,1.196,9.532
0.12,-0.284,1.039,10.003
0.14,-0.127,1.117,9.846
0.16,-0.049,1.274,9.14
0.18,-0.205,1.196,9.375
0.2,-0.127,1.196,9.846
0.22,-0.205,1.039,10.316
0.24,-0.284,0.961,10.238
0.26,-0.049,1.196,9.532
0.28,-0.127,1.196,9.297
0.3,-0.127,1.196,9.61
0.32,0.029,1.431,9.924
0.34,-0.049,1.274,10.16
0.36,-0.205,1.117,9.846
0.38,-0.049,1.196,9.453
0.4,-0.049,1.117,9.61
0.42,-0.205,1.039,10.081
0.44,-0.127,0.961,10.866
0.46,0.029,0.882,11.101
0.48,0.029,0.882,10.709
0.5,0.107,0.882,11.572
0.52,-0.049,0.804,12.906
0.54,-0.127,0.725,13.141
0.56,0.186,1.039,12.906
0.58,-0.127,1.117,12.199
0.6,-0.676,1.039,11.572
0.62,-0.519,1.274,10.866
0.64,-0.362,1.588,10.395
0.66,-0.676,1.51,10.709
0.68,-1.304,1.117,10.63
0.7000000000000001,-1.382,1.039,10.238
0.72,-1.147,1.274,10.473
0.74,-1.382,1.274,10.63
0.76,-1.696,1.353,10.395
0.78,-2.167,1.274,9.846
0.8,-2.481,1.353,8.747
0.8200000000000001,-2.245,1.667,7.963
0.84,-2.481,1.667,7.884
0.86,-3.03,1.51,7.492
0.88,-3.03,1.824,6.707
0.9,-3.265,1.824,6.472
0.92,-3.579,1.588,6.08
0.9400000000000001,-3.187,1.902,5.452
0.96,-2.951,2.137,5.217
0.98,-3.422,2.137,5.844
1.0,-3.579,1.824,8.512
1.02,-4.364,1.196,10.709
1.04,-4.364,1.117,10.316
1.06,-3.736,1.667,9.61
1.08,-4.05,1.824,9.846
1.1,-4.913,1.431,10.866
1.12,-5.462,1.117,10.944
1.1400000000000001,-4.991,1.51,10.16
1.16,-4.364,2.137,9.767
1.18,-4.913,1.981,9.767
1.2,-5.384,1.824,9.218
1.22,-5.462,1.981,8.512
1.24,-5.384,1.902,8.512
1.26,-5.619,1.667,8.277
1.28,-5.619,1.588,7.414
1.3,-5.697,1.588,6.394
1.32,-5.933,1.824,5.844
1.34,-6.168,1.824,5.766
1.36,-6.325,1.902,5.295
1.3800000000000001,-6.325,1.981,5.138
1.4000000000000001,-6.796,1.824,5.609
1.42,-6.953,1.745,5.531
1.44,-7.031,1.981,4.511
1.46,-6.796,2.294,3.962
1.48,-6.953,2.294,4.511
1.5,-7.58,1.981,4.746
1.52,-7.894,1.824,4.118
1.54,-7.816,2.059,3.883
1.56,-7.659,2.294,4.275
1.58,-7.58,2.451,4.354
1.6,-7.816,2.373,3.962
1.62,-8.051,2.294,3.962
1.6400000000000001,-8.365,2.137,4.04
1.6600000000000001,-8.443,2.137,4.275
1.68,-8.286,2.294,3.962
1.7,-8.365,2.294,3.334
1.72,-8.522,2.294,3.255
1.74,-8.365,2.451,3.412
1.76,-8.443,2.373,3.491
1.78,-8.443,2.373,3.648
1.8,-8.836,2.216,4.04
1.82,-8.914,2.059,4.903
1.84,-8.914,1.981,5.138
1.86,-8.836,2.137,4.197
1.8800000000000001,-8.6,2.451,2.863
1.9000000000000001,-8.365,2.687,2.235
1.92,-8.6,2.373,2.628
1.94,-8.914,2.059,3.099
1.96,-8.757,2.137,3.177
1.98,-8.522,2.294,2.706
2.0,-8.914,2.216,2.079
2.02,-9.228,2.059,1.529
2.04,-8.993,2.687,1.608
2.06,-8.286,3.236,1.765
2.08,-8.757,2.687,2.549
2.1,-9.542,1.667,4.432
2.12,-10.169,1.117,4.354
2.14,-9.463,1.824,1.372
2.16,-8.365,2.608,-1.372
2.18,-8.365,2.765,-1.608
2.2,-8.836,2.53,0.039
2.22,-9.228,2.451,1.294
2.24,-8.993,2.765,1.294
2.2600000000000002,-9.071,3.157,2.079
2.2800000000000002,-8.993,2.608,3.962
2.3000000000000003,-9.542,1.588,3.491
2.32,-9.777,1.431,1.529
2.34,-9.306,1.588,0.353
2.36,-9.542,1.745,0.902
2.38,-9.385,1.667,2.157
2.4,-9.071,1.824,1.686
2.42,-8.6,2.373,0.666
2.44,-8.286,2.922,-0.039
2.46,-8.443,2.844,1.294
2.48,-8.522,2.765,3.099
2.5,-8.679,2.451,3.883
2.52,-9.071,2.059,2.706
2.54,-9.071,1.981,2.079
2.56,-8.679,2.059,3.099
2.58,-8.757,1.588,3.491
2.6,-9.385,1.039,2.549
2.62,-9.071,1.196,1.451
2.64,-7.973,2.059,1.451
2.66,-7.502,2.451,2.942
2.68,-7.973,1.824,4.432
2.7,-8.757,1.039,4.118
2.72,-8.051,1.51,3.255
2.74,-6.874,2.53,4.197
2.7600000000000002,-6.482,2.687,5.138
2.7800000000000002,-7.58,1.824,6.001
2.8000000000000003,-8.051,1.117,5.923
2.82,-7.031,1.902,5.844
2.84,-6.403,2.451,5.609
2.86,-6.717,1.981,4.981
2.88,-7.58,1.117,5.609
2.9,-6.874,1.196,6.394
2.92,-5.854,1.667,7.571
2.94,-5.933,1.902,7.021
2.96,-6.482,1.431,5.923
2.98,-6.247,1.039,6.08
3.0,-4.991,1.51,7.571
3.02,-4.913,1.824,8.59
3.04,-5.07,1.588,8.041
3.06,-5.697,1.039,6.786
3.08,-4.442,1.274,6.472
3.1,-3.501,1.745,8.277
3.12,-3.736,1.745,9.61
3.14,-4.442,1.196,9.297
3.16,-4.207,1.117,7.492
3.18,-2.324,1.902,6.629
3.2,-2.481,1.745,9.218
3.22,-2.794,1.588,11.258
3.24,-3.579,1.117,10.003
3.2600000000000002,-2.167,1.588,7.335
3.2800000000000002,-0.99,1.981,7.884
3.3000000000000003,-0.99,1.824,11.65
3.3200000000000003,-1.696,1.353,13.298
3.34,-2.559,0.961,10.473
3.36,-0.598,1.667,7.571
3.38,-0.362,1.745,8.59
3.4,-0.441,1.51,11.964
3.42,-1.068,1.117,12.592
3.44,-1.775,0.804,10.238
3.46,0.343,1.588,8.041
3.48,0.186,1.588,9.375
3.5,0.029,1.51,11.807
3.52,-0.519,1.196,10.238
3.54,-0.284,1.039,8.041
3.56,1.206,1.51,7.884
3.58,0.97,1.274,11.258
3.6,0.97,1.117,12.435
3.62,0.421,1.039,10.081
3.64,0.578,0.647,8.041
3.66,1.598,0.882,9.218
3.68,1.52,0.804,12.278
3.7,1.206,0.725,12.827
3.72,0.657,0.49,9.689
3.74,0.97,0.49,7.806
3.7600000000000002,2.147,0.882,9.218
3.7800000000000002,2.147,0.882,12.121
3.8000000000000003,1.833,0.647,12.827
3.8200000000000003,1.206,0.49,9.924
3.84,1.99,0.804,7.649
3.86,2.54,1.117,8.983
3.88,1.755,0.647,11.964
3.9,1.755,0.411,12.592
3.92,1.833,0.49,9.846
3.94,2.147,0.647,8.826
3.96,2.226,0.804,10.003
3.98,1.912,0.804,11.336
4.0,1.755,0.725,10.944
4.0200000000000005,1.912,0.882,9.767
4.04,2.226,0.961,9.532
4.0600000000000005,2.069,0.882,10.316
4.08,1.99,0.725,11.179
4.1,1.755,0.568,10.238
4.12,1.755,0.568,9.297
4.14,2.383,0.961,9.453
4.16,1.755,0.568,10.081
4.18,1.99,0.568,10.552
4.2,1.676,0.647,9.924
4.22,1.912,0.647,9.14
4.24,1.99,0.647,9.061
4.26,1.912,0.49,9.61
4.28,1.755,0.411,10.003
4.3,1.676,0.568,9.61
4.32,1.833,0.647,9.14
4.34,2.069,0.804,9.375
4.36,1.912,0.647,9.767
4.38,1.912,0.725,10.16
4.4,1.676,0.647,9.453
4.42,1.833,0.961,8.904
4.44,2.147,1.117,8.904
4.46,1.99,1.117,9.14
4.48,1.833,1.039,9.532
4.5,1.676,0.725,10.238
4.5200000000000005,1.52,0.568,10.238
4.54,1.755,0.647,9.924
4.5600000000000005,1.676,0.647,9.61
4.58,1.676,0.725,9.453
4.6000000000000005,1.755,0.725,9.453
4.62,1.676,0.725,9.375
4.64,1.598,0.647,9.767
4.66,1.99,0.804,9.846
4.68,1.755,0.804,9.61
4.7,1.52,0.725,9.453
4.72,1.833,0.882,9.689
4.74,1.912,1.039,9.218
4.76,1.833,0.961,9.375
4.78,1.912,0.882,9.689
4.8,1.755,0.961,9.846
4.82,1.676,0.961,10.003
4.84,1.755,0.804,9.924
4.86,1.676,0.647,9.61
4.88,1.52,0.647,9.297
4.9,1.755,0.882,9.297
4.92,1.912,0.882,9.61
4.94,1.676,0.725,10.003
4.96,1.52,0.647,9.689
4.98,1.284,0.647,8.747
5.0,1.52,0.804,8.747
5.0200000000000005,1.676,0.961,9.453
5.04,1.598,0.961,9.846
5.0600000000000005,1.676,0.961,9.61
5.08,1.598,0.961,8.983
5.1000000000000005,1.598,0.882,9.297
5.12,1.52,0.804,10.081
5.14,1.441,0.804,10.238
5.16,1.676,0.961,9.767
5.18,1.598,0.961,9.375
5.2,1.598,0.961,9.218
5.22,1.441,0.882,9.453
5.24,1.52,0.804,9.767
5.26,1.676,0.882,9.767
5.28,1.598,0.961,9.297
5.3,1.441,1.039,9.061
5.32,1.52,1.117,9.767
5.34,1.676,1.039,10.003
5.36,1.598,1.039,9.453
5.38,1.52,1.274,8.983
5.4,1.755,1.353,9.14
5.42,1.598,1.274,9.532
