seconds_elapsed,x,y,z
0.0,-0.362,1.039,9.532
0.02,-0.519,0.961,9.689
0.04,-0.755,0.647,9.924
0.06,-0.755,0.568,9.767
0.08,-0.519,0.647,9.61
0.1,-0.598,0.647,9.532
0.12,-0.755,0.49,9.846
0.14,-0.912,0.333,9.924
0.16,-0.755,0.411,9.924
0.18,-0.519,0.725,9.846
0.2,-0.441,0.804,9.689
0.22,-0.284,0.882,9.689
0.24,-0.519,0.804,9.924
0.26,-0.598,0.725,9.924
0.28,-0.519,0.804,9.846
0.3,-0.284,1.039,9.453
0.32,-0.362,1.039,9.375
0.34,-0.598,0.725,9.767
0.36,-0.755,0.411,10.003
0.38,-0.598,0.568,9.61
0.4,-0.441,0.804,9.297
0.42,-0.441,0.882,9.375
0.44,-0.676,0.725,9.767
0.46,-0.912,0.411,10.238
0.48,-0.833,0.49,10.003
0.5,-0.519,0.725,9.375
0.52,-0.362,0.882,9.297
0.54,-0.519,0.725,9.61
0.56,-0.833,0.568,10.081
0.58,-0.99,0.49,10.238
0.6,-0.755,0.568,9.846
0.62,-0.598,0.725,9.453
0.64,-0.519,0.804,9.375
0.66,-0.755,0.647,9.767
0.68,-0.833,0.411,10.16
0.7000000000000001,-0.598,0.568,9.846
0.72,-0.441,0.804,9.532
0.74,-0.519,0.804,9.532
0.76,-0.676,0.647,9.767
0.78,-0.755,0.568,10.003
0.8,-0.676,0.568,9.924
0.8200000000000001,-0.519,0.725,9.846
0.84,-0.441,0.804,9.61
0.86,-0.598,0.725,9.453
0.88,-0.676,0.568,9.61
0.9,-0.676,0.568,10.081
0.92,-0.519,0.647,10.16
0.9400000000000001,-0.441,0.804,9.767
0.96,-0.598,0.804,9.532
0.98,-0.676,0.647,9.453
1.0,-0.598,0.647,9.846
1.02,-0.598,0.647,10.16
1.04,-0.598,0.725,10.081
1.06,-0.519,0.725,9.767
1.08,-0.598,0.725,9.375
1.1,-0.598,0.647,9.453
1.12,-0.519,0.725,9.846
1.1400000000000001,-0.598,0.647,9.924
1.16,-0.676,0.725,9.61
1.18,-0.519,0.804,9.375
1.2,-0.519,0.725,9.61
1.22,-0.676,0.568,9.846
1.24,-0.755,0.568,10.081
1.26,-0.598,0.725,9.924
1.28,-0.441,0.961,9.532
1.3,-0.362,0.961,9.532
1.32,-0.441,0.804,9.767
1.34,-0.676,0.568,10.081
1.36,-0.676,0.647,9.924
1.3800000000000001,-0.441,0.804,9.532
1.4000000000000001,-0.362,0.804,9.532
1.42,-0.598,0.647,9.689
1.44,-0.676,0.568,9.924
1.46,-0.676,0.647,9.924
1.48,-0.519,0.804,9.689
1.5,-0.441,0.882,9.532
1.52,-0.598,0.725,9.61
1.54,-0.755,0.568,9.689
1.56,-0.755,0.49,10.003
1.58,-0.598,0.647,9.924
1.6,-0.519,0.804,9.767
1.62,-0.519,0.725,9.532
1.6400000000000001,-0.519,0.725,9.453
1.6600000000000001,-0.598,0.647,9.846
1.68,-0.519,0.647,10.16
1.7,-0.519,0.725,9.846
1.72,-0.519,0.882,9.453
1.74,-0.519,0.804,9.453
1.76,-0.519,0.647,9.924
1.78,-0.676,0.647,10.081
1.8,-0.676,0.647,9.846
1.82,-0.598,0.725,9.61
1.84,-0.441,0.725,9.453
1.86,-0.362,0.647,9.61
1.8800000000000001,-0.598,0.568,10.081
1.9000000000000001,-0.676,0.568,10.081
1.92,-0.676,0.647,9.767
1.94,-0.519,0.804,9.453
1.96,-0.362,0.804,9.453
1.98,-0.519,0.647,9.767
2.0,-0.676,0.568,10.16
2.02,-0.676,0.647,9.846
2.04,-0.519,0.804,9.532
2.06,-0.362,0.882,9.61
2.08,-0.441,0.804,9.689
2.1,-0.676,0.647,10.003
2.12,-0.676,0.725,10.003
2.14,-0.441,0.804,9.532
2.16,-0.441,0.804,9.297
2.18,-0.519,0.647,9.689
2.2,-0.755,0.49,9.924
2.22,-0.755,0.49,9.924
2.24,-0.441,0.804,9.689
2.2600000000000002,-0.362,0.882,9.532
2.2800000000000002,-0.519,0.725,9.689
2.3000000000000003,-0.833,0.49,10.003
2.32,-0.676,0.647,9.846
2.34,-0.441,0.804,9.767
2.36,-0.362,0.804,9.767
2.38,-0.441,0.804,9.846
2.4,-0.676,0.647,10.003
2.42,-0.676,0.568,9.924
2.44,-0.441,0.647,9.61
2.46,-0.205,0.804,9.453
2.48,-0.284,0.725,9.767
2.5,-0.598,0.49,10.081
2.52,-0.755,0.411,10.003
2.54,-0.598,0.647,9.61
2.56,-0.284,0.961,9.532
2.58,-0.284,0.961,9.61
2.6,-0.598,0.725,9.846
2.62,-0.755,0.49,10.003
2.64,-0.676,0.568,10.003
2.66,-0.362,0.804,9.846
2.68,-0.441,0.882,9.61
2.7,-0.519,0.804,9.532
2.72,-0.676,0.568,9.61
2.74,-0.519,0.568,9.846
2.7600000000000002,-0.284,0.725,9.767
2.7800000000000002,-0.362,0.961,9.61
2.8000000000000003,-0.598,0.804,9.61
2.82,-0.755,0.49,9.846
2.84,-0.755,0.568,9.846
2.86,-0.519,0.647,9.689
2.88,-0.441,0.725,9.453
2.9,-0.441,0.725,9.453
2.92,-0.598,0.568,9.846
2.94,-0.676,0.647,10.16
2.96,-0.362,0.804,9.846
2.98,-0.441,0.961,9.61
