seconds_elapsed,x,y,z
0.0,0.010064,-0.002037,-0.14005
0.02,0.010064,-0.002037,-0.14005
0.04,0.00996,-0.011339,-0.161665
0.06,0.00996,-0.011339,-0.161665
0.08,0.015831,-0.015966,-0.171028
0.1,0.015831,-0.015966,-0.171028
0.12,0.032525,-0.022218,-0.173297
0.14,0.032525,-0.022218,-0.173297
0.16,0.056987,-0.043469,-0.16803
0.18,0.056987,-0.043469,-0.16803
0.2,0.066508,-0.12107,-0.165319
0.22,0.066508,-0.12107,-0.165319
0.24,-0.004944,-0.112499,-0.103004
0.26,-0.004944,-0.112499,-0.103004
0.28,-0.126139,-0.099271,-0.008759
0.3,-0.126139,-0.099271,-0.008759
0.32,-0.271947,-0.088407,0.094646
0.34,-0.271947,-0.088407,0.094646
0.36,-0.291823,-0.221621,0.061998
0.38,-0.291823,-0.221621,0.061998
0.4,-0.303627,-0.261484,0.018343
0.42,-0.303627,-0.261484,0.018343
0.44,-0.405057,-0.444724,-0.056148
0.46,-0.405057,-0.444724,-0.056148
0.48,-0.499859,-0.643016,-0.124098
0.5,-0.499859,-0.643016,-0.124098
0.52,-1.44867,-1.4053,-0.310076
0.54,-1.44867,-1.4053,-0.310076
0.56,-13.593559,1.342314,-0.428921
0.58,-13.593559,1.342314,-0.428921
0.6,-11.833075,0.82683,1.412888
0.62,-11.833075,0.82683,1.412888
0.64,-10.73809,0.693121,1.404908
0.66,-10.73809,0.693121,1.404908
0.68,-8.802641,0.615063,1.02816
0.7000000000000001,-8.802641,0.615063,1.02816
0.72,-7.088466,0.79968,0.571862
0.74,-7.088466,0.79968,0.571862
0.76,-5.877496,3.055514,-1.336826
0.78,-5.877496,3.055514,-1.336826
0.8,11.669483,-3.591765,-1.998793
0.8200000000000001,11.669483,-3.591765,-1.998793
0.84,9.3966,-1.776847,-0.533711
0.86,9.3966,-1.776847,-0.533711
0.88,7.482403,-0.899982,-0.103938
0.9,7.482403,-0.899982,-0.103938
0.92,6.006781,-0.394482,0.099001
0.9400000000000001,6.006781,-0.394482,0.099001
0.96,4.828613,-0.124901,0.242634
0.98,4.828613,-0.124901,0.242634
1.0,3.854616,0.074859,0.35613
1.02,3.854616,0.074859,0.35613
1.04,3.106631,-0.030037,0.383384
1.06,3.106631,-0.030037,0.383384
1.08,2.463199,-0.346648,0.500207
1.1,2.463199,-0.346648,0.500207
1.12,2.038921,-0.770697,0.718042
1.1400000000000001,2.038921,-0.770697,0.718042
1.16,1.681387,-1.372063,0.729072
1.18,1.681387,-1.372063,0.729072
1.2,1.200253,-3.434587,0.73774
